t,validity_score,validity_status,normalized_residual,subgroup_gap,drift_score,adaptation_instability,reliability_interaction,shift_alert_flag
1775,0.8436472898365921,nominal,0.025410840653631524,0.0,0.0,0.05,0.95,False
1776,0.8457462410490295,nominal,0.024684667885655754,0.0,0.0,0.05,0.9372172798637098,False
1777,0.8436113527173015,nominal,0.025554589130793937,0.0,0.0,0.05,0.95,False
1778,0.7519443679061417,nominal,0.39222252837543253,0.0,0.0,0.05,0.95,False
1779,0.6000000000000001,watch,1.0,0.0,0.0,0.05,0.95,False
1780,0.6000000000000001,watch,1.0,0.0,0.0,0.05,0.95,False
1781,0.6000000000000001,watch,1.0,0.0,0.0,0.05,0.95,False
1782,0.6000000000000001,watch,1.0,0.0,0.0,0.05,0.95,False
1783,0.6259050531974721,watch,0.8963797872101119,0.0,0.0,0.05,0.95,False
1784,0.6290458888096297,watch,0.883816444761481,0.0,0.0,0.05,0.95,False
1785,0.6673737077464974,watch,0.7305051690140105,0.0,0.0,0.05,0.95,False
1786,0.6357983948653626,watch,0.9045336932658223,0.0,0.0,0.05,0.8704545454545455,False
1787,0.6391627573219418,watch,0.8433489707122324,0.0,0.0,0.05,0.95,False
1788,0.6500221107017874,watch,0.7999115571928501,0.0,0.0,0.05,0.95,False
1789,0.7903865915558668,nominal,0.23845363377653261,0.0,0.0,0.05,0.95,False
1790,0.7636748239664397,nominal,0.34530070413424113,0.0,0.0,0.05,0.95,False
1791,0.6486078047725095,watch,0.8055687809099623,0.0,0.0,0.05,0.95,False
1792,0.6000000000000001,watch,1.0,0.0,0.0,0.05,0.95,False
1793,0.6143918258755685,watch,0.9424326964977259,0.0,0.0,0.05,0.95,False
