controller,fault_family,target,coverage,mean_width
rss_cbf_filter,stale,relative_gap_m,0.8879367172050099,86.36127200109271
stale_certificate_no_temporal_guard,delay_jitter,ego_speed_mps,0.9554006968641114,2.776353439829949
stale_certificate_no_temporal_guard,delay_jitter,relative_gap_m,0.886411149825784,90.30554409395259
stale_certificate_no_temporal_guard,drift_combo,ego_speed_mps,0.9542682926829268,2.865476468460799
stale_certificate_no_temporal_guard,drift_combo,relative_gap_m,0.900609756097561,88.91559249606603
stale_certificate_no_temporal_guard,dropout,ego_speed_mps,0.9499011206328279,2.5773630841852553
stale_certificate_no_temporal_guard,dropout,relative_gap_m,0.8602504943968359,88.46042380346084
stale_certificate_no_temporal_guard,out_of_order,ego_speed_mps,0.9421440726035167,2.4661271284018516
stale_certificate_no_temporal_guard,out_of_order,relative_gap_m,0.8933635847986386,85.93378061840174
stale_certificate_no_temporal_guard,spikes,ego_speed_mps,0.8929539295392954,2.66057097654619
stale_certificate_no_temporal_guard,spikes,relative_gap_m,0.9234417344173442,90.78295022430498
stale_certificate_no_temporal_guard,stale,ego_speed_mps,0.8971654581410679,2.780707036411277
stale_certificate_no_temporal_guard,stale,relative_gap_m,0.8879367172050099,86.36127200109271
