t,validity_score,validity_status,normalized_residual,subgroup_gap,drift_score,adaptation_instability,reliability_interaction,shift_alert_flag
8157,0.8754235940034842,nominal,0.025123805804245034,0.0,0.0,0.05,0.7386363636363636,False
8158,0.8659918687409707,nominal,0.05603251933611732,0.0,0.0,0.05,0.7500000094999998,False
8159,0.9545719152698725,nominal,0.08680467878945275,0.0,0.08113457516382146,0.05,0.0,False
8160,0.8759000418229668,nominal,0.007966983287791983,0.0,0.08018390297542667,0.05,0.6571428783999993,False
8161,0.9757467069029393,nominal,0.0036232721668530573,0.0,0.07923736177673708,0.05,1.799999982399214e-08,False
8162,0.9626523839597332,nominal,0.05664066158189118,0.0,0.07843714822397739,0.05,1.3999999015634756e-07,False
8163,0.969420173820233,nominal,0.030249532414649394,0.0,0.07758721538052286,0.05,0.0,False
8164,0.9483576968938334,nominal,0.11446023945629245,0.0,0.07763611121047462,0.05,1.3999999015634756e-07,False
8165,0.940757762905324,nominal,0.14480879117564807,0.0,0.0777001950038199,0.05,1.999999943436137e-09,False
8166,0.931180835285907,nominal,0.18301904615428777,0.0,0.07782197237760674,0.05,5.7999998359647975e-08,False
8167,0.9213275952608111,nominal,0.22229252168497474,0.0,0.07799631008972888,0.05,8.19999966816809e-08,False
8168,0.9180453169323791,nominal,0.23532593811546565,0.0,0.07811597919377199,0.05,1.799999982399214e-08,False
8169,0.9135508736071452,nominal,0.25319695559024863,0.0,0.07824937747646575,0.05,7.999999684926706e-08,False
8170,0.8368580021928618,nominal,0.18308964472357322,0.0,0.07835684697118682,0.05,0.6279881148800501,False
8171,0.9106046717829253,nominal,0.26472117522335203,0.0,0.07857517205618346,0.05,0.0,False
8172,0.9099544815411367,nominal,0.2671703425861241,0.0,0.07876466406166154,0.05,0.0,False
8173,0.9110381398443215,nominal,0.2627019218481419,0.0,0.07893189846821554,0.05,0.0,False
8174,0.9134667420694467,nominal,0.2527752522617684,0.0,0.07919722432555643,0.05,0.0,False
8175,0.9522487169897795,nominal,0.09748764004026203,0.0,0.07939686500077443,0.05,0.0,False
8176,0.9495373033219063,nominal,0.1081099650659613,0.0,0.07967602705801664,0.05,0.0,False
8177,0.9472462180569011,nominal,0.11706021833587231,0.0,0.07994363679565392,0.05,0.0,False
8178,0.8156862409285782,nominal,0.07884820997329932,0.0,0.08020934391825481,0.05,0.9403989186296396,False
8179,0.9236592862820653,nominal,0.2109069572882714,0.0,0.08056987197933449,0.05,0.0,False
8180,0.8354995491211465,nominal,0.1433156002211512,0.0,0.08085775411782845,0.05,0.7,False
8181,0.9052186614367213,nominal,0.04411382963799504,0.0,0.08126440576889972,0.05,0.4,False
8182,0.9604135238261513,nominal,0.0630648240983244,0.0,0.08160135074633769,0.05,0.0,False
8183,0.8644189130555939,nominal,0.026677598984498525,0.0,0.08205843599140757,0.05,0.7,False
8184,0.9067088034867392,nominal,0.03712229178058162,0.0,0.08255311784057699,0.05,0.4,False
8185,0.9659172134554581,nominal,0.039879427018151406,0.0,0.08306464895002008,0.05,0.0,False
8186,0.8657389996686067,nominal,0.020066040623384775,0.0,0.08372245087773574,0.05,0.7,False
8187,0.9011733963343298,nominal,0.05778333547565657,0.0,0.08440384898377955,0.05,0.4,False
8188,0.9678650605445364,nominal,0.03043631138277933,0.0,0.08512930804884379,0.05,0.0,False
8189,0.8883313842127788,nominal,0.10802958070154864,0.0,0.08580610305916986,0.05,0.4,False
8190,0.8812191818805845,nominal,0.13582103699483633,0.0,0.08662779435353203,0.05,0.4,False
8191,0.9452243863428365,nominal,0.11907328350436719,0.0,0.08753646390535841,0.05,0.0,False
8192,0.8812111649742442,nominal,0.1344004674696042,0.0,0.08844359079177315,0.05,0.4,False
8193,0.8472815304975317,nominal,0.13334281758521202,0.0,0.08941745567086822,0.05,0.6266618264799435,False
8194,0.9173736750373753,nominal,0.22823745314936775,0.0,0.09033480837641335,0.05,0.0,False
8195,0.8613570033385868,nominal,0.21152335063918717,0.0,0.09131079500808188,0.05,0.4,False
8196,0.8535942183330806,nominal,0.2417862945521688,0.0,0.09229604014438571,0.05,0.4,False
8197,0.8866412725059523,nominal,0.34874752228596684,0.0,0.09335923461278012,0.05,0.0,False
8198,0.8589432142623389,nominal,0.21867406976099832,0.0,0.09444134148705725,0.05,0.4,False
8199,0.8763130451909219,nominal,0.14818965936783973,0.0,0.09569769983559044,0.05,0.4,False
